,model_ext,model,path_dets,prep_time,normalize,inference,nms
102,,yolov5s6_960_fp16,"image 103/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\960\kang11370.jpg: 960x960 2 cars, ",0.024928808212280273,0.005984306335449219,0.15658235549926758,0.00399017333984375
103,,yolov5s6_960_fp16,"image 104/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\960\kang11385.jpg: 960x960 2 cars, ",0.024935483932495117,0.006981849670410156,0.17353487014770508,0.004986763000488281
104,,yolov5s6_960_fp16,"image 105/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\960\kang1140.jpg: 960x960 1 car, ",0.023935556411743164,0.006982088088989258,0.16057205200195312,0.0039882659912109375
105,,yolov5s6_960_fp16,"image 106/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\960\kang11400.jpg: 960x960 2 cars, ",0.023935317993164062,0.004987955093383789,0.1605701446533203,0.003990650177001953
106,,yolov5s6_960_fp16,"image 107/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\960\kang11415.jpg: 960x960 2 cars, ",0.02293705940246582,0.004987239837646484,0.1545882225036621,0.004987478256225586
107,,yolov5s6_960_fp16,"image 108/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\960\kang11430.jpg: 960x960 2 cars, ",0.027926921844482422,0.006981849670410156,0.16356396675109863,0.002990245819091797
108,,yolov5s6_960_fp16,"image 109/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\960\kang11445.jpg: 960x960 2 cars, ",0.021943092346191406,0.004990816116333008,0.16455459594726562,0.0039899349212646484
109,,yolov5s6_960_fp16,"image 110/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\960\kang11460.jpg: 960x960 2 cars, ",0.024935245513916016,0.006982326507568359,0.16655302047729492,0.00399017333984375
110,,yolov5s6_960_fp16,"image 111/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\960\kang11475.jpg: 960x960 2 cars, ",0.023932218551635742,0.004990100860595703,0.1545848846435547,0.004985809326171875
111,,yolov5s6_960_fp16,"image 112/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\960\kang11490.jpg: 960x960 2 cars, 1 truck, ",0.022939205169677734,0.0069849491119384766,0.16455745697021484,0.003988504409790039
112,,yolov5s6_960_fp16,"image 113/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\960\kang11505.jpg: 960x960 2 cars, ",0.025930166244506836,0.00598907470703125,0.15458226203918457,0.003991127014160156
113,,yolov5s6_960_fp16,"image 114/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\960\kang11520.jpg: 960x960 2 cars, ",0.022939443588256836,0.00598454475402832,0.17054295539855957,0.00498509407043457
114,,yolov5s6_960_fp16,"image 115/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\960\kang11535.jpg: 960x960 2 cars, ",0.02293992042541504,0.0049893856048583984,0.1575765609741211,0.0039899349212646484
115,,yolov5s6_960_fp16,"image 116/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\960\kang1155.jpg: 960x960 1 car, ",0.027924537658691406,0.006985902786254883,0.15957021713256836,0.003989219665527344
116,,yolov5s6_960_fp16,"image 117/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\960\kang11550.jpg: 960x960 2 cars, 1 truck, ",0.022937536239624023,0.005987405776977539,0.15657997131347656,0.00498652458190918
117,,yolov5s6_960_fp16,"image 118/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\960\kang11565.jpg: 960x960 1 car, ",0.030916929244995117,0.007978677749633789,0.17353606224060059,0.0029914379119873047
118,,yolov5s6_960_fp16,"image 119/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\960\kang11580.jpg: 960x960 1 car, ",0.03390836715698242,0.005018949508666992,0.1575486660003662,0.004985332489013672
119,,yolov5s6_960_fp16,"image 120/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\960\kang11595.jpg: 960x960 1 car, ",0.024933815002441406,0.006987571716308594,0.16355657577514648,0.0029921531677246094
120,,yolov5s6_960_fp16,"image 121/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\960\kang11610.jpg: 960x960 1 car, ",0.023935317993164062,0.005986213684082031,0.15558385848999023,0.0029916763305664062
121,,yolov5s6_960_fp16,"image 122/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\960\kang11625.jpg: 960x960 1 car, ",0.02393651008605957,0.0059850215911865234,0.1655561923980713,0.0029921531677246094
